name_lower,artist_lower,spt_id,release_year,billboard_year,is_bb,lyric,detected_lang,confidence_level,is_english
one right now,post malone & the weeknd,1nltpRhEiXikwDlVn4UADk,2022,2022,1,"nananana nana
nananana oh no
yeah yeah
powiedziałaś że mnie kochasz ale mnie to nie obchodzi
że złamałem rękę na tej samej ścianie
na której powiedziałaś mi że on cię przeleciał oh
myślisz że łatwo pieprzyć się z moimi uczuciami
coś przychodzi coś odchodzi uh
coś odchodzi
coś przychodzi coś odchodzi oh
coś przychodzi coś odchodzi
mówiłaś że chcesz być matką moich dzieci
pieprzyłem cię tak dobrze że powinnaś mi za to płacić
nie nazywaj mnie kochanie kiedy potraktowałaś mnie tak źle kiedy potraktowałaś mnie tak źle
lecz poradziłem sobie już z tym co mi zrobiłaś
oko za oko drobnostka
ilu twoich znajomych dogania mnie z kasą czy ty jesteś w staniе mieć tyle kasy
kupiłem ci nową twarz powinnaś mówić mi tato kochaniе
hermès ale upuściłaś to kochanie
prawda już może nikomu nie wystarczyć
powiedziałaś że mnie kochasz ale mnie to nie obchodzi
że złamałem rękę na tej samej ścianie
na której powiedziałaś mi że on cię przeleciał że on cię przeleciał
myślisz że łatwo pieprzyć się z moimi uczuciami uczuciami
coś przychodzi coś odchodzi uh
coś odchodzi yeah yeah yeah
coś przychodzi coś odchodzi oh yeah
coś przychodzi coś odchodzi yeah yeah yeah
coś przychodzi coś odchodzi oh
coś przychodzi coś odchodzi
jesteś skazą mojego dziedzictwa
nie możemy być przyjaciółmi nie możemy być rodziną oh
prawdopodobnie pieprzysz wszystkich moich wrogów oh
nie mogę ci pozwolić być koło mnie
oh należysz teraz do świata
więc po prostu zostaw mnie już w spokoju
nie jesteśmy już w kontakcie
powiedziałaś że mnie kochasz ale mnie to nie obchodzi nie nie obchodzi
że złamałem rękę na tej samej ścianie
na której powiedziałaś mi że on cię przeleciał oh
myślisz że łatwo pieprzyć się z moimi uczuciami uczuciami
coś przychodzi coś odchodzi
coś odchodzi oh yeah oh yeah oh yeah
pieprzyć z moimi pieprzyć z moimi uczuciami
coś przychodzi coś odchodzi
ooh yeah oh yeah oh yeah
coś odchodzi
coś przychodzi coś odchodzi
hej
coś przychodzi coś odchodzi
ooh yeah
coś przychodzi coś odchodzi",pl,0.9998770356178284,False
numb little bug,em beihold,1KQc37jezhunxnOPhvdwSG,2022,2022,1,"i dont feel a single thing
have the pills done too much
havent caught up with my friends in weeks
and now were outta touch
ive been drivin in la
and the world it feels too big
like a floating ball thats bound to break
snap my psyche like a twig
and i just wanna see
if you feel the same as me
do you ever get a little bit tired of life
like youre not really happy but you dont wanna die
like youre hangin by a thread but you gotta survive
cause you gotta survive
like your bodys in the room but youre not really there
like you have empathy inside but you dont really care
like youre fresh outta love but its been in the air
am i past repair
a little bit tired of trying to care when i dont
a little bit tired of quick repairs to cope
a little bit tired of sinkin theres water in my boat
im barely breathin tryna stay afloat
so i got these quick repairs to cope
guess im just broken and broke
the prescriptions on its way
with a name i cant pronounce
and the dose i gotta take
boy i wish that i could count
cause i just wanna see
if this could make me happy
do you ever get a little bit tired of life
like youre not really happy but you dont wanna die
like youre hangin by a thread but you gotta survive
cause you gotta survive
like your bodys in the room but youre not really there
like you have empathy inside but you dont really care
like youre fresh outta love but its been in the air
am i past repair
a little bit tired of trying to care when i dont
a little bit tired of quick repairs to cope
a little bit tired of sinkin theres water in my boat
im barely breathin tryna stay afloat
so i got these quick repairs to cope
do you ever get a little bit tired of life
like youre not really happy but you dont wanna die
like a numb little bug thats gotta survive
thats gotta survive",en,0.9314212203025818,True
jimmy cooks,drake,3F5CgOj3wFlRv51JsHbxhe,2022,2022,1,"just awaken shaken once again so you know its on
just awaken shaken once again ho you know its on
just awaken shaken once again so you know its on
just awaken shaken once again ho you know its on
yeah life
life is the only thing we need
they need me to go but i dont wanna leave
rest in peace to lil keed
fuck a pigeonhole im a night owl this a different mode
i might have to make her paint a 6 on her pinky toe
heard you with a shooting guard just let a nigga know
i would have you courtside not the middle row
all good love in a minute though
i cant strеss about no bitch cause im a timid soul
plus im cookin up ambition on a kitchen stove
pot start to bubblе see the suds that shit good to go
hoes say im suave but i cant get ricod
bro think he john wayne i bought him yellow stones
love the way they hang babe fuck the silicone
everybody fake now you could crack the code
bustdown everything set in rose gold
dread talkin to you niggas like im j cole
i can tell her head good before i even know
bitch dont tell me that you model if you aint been in vogue
gotta throw a party for my day ones
they aint in the studio but theyll lay somethin
rest in peace to drama king we was straight stuntin
you dont like the way i talk nigga say somethin
gotta throw a party for my day ones
pull up and you know its us the bass jumpin
you dont like the way i talk then say somethin
get out my face nigga
gotta throw a party for my day ones
they aint in the studio but theyll lay somethin
rest in peace to drama king we was straight stuntin
if i let my nigga 21 tell it you a
pussy
spin a block twice like it aint nowhere to park 21
smack the backside of his head like he bart pussy
ovo 4l we come out when it get dark 21 21
big stepper he came in a rolls but he left in a stretcher 21
let my brother drive while i shoot team effort 21
askin all these questions bitch you must think you nadeska
the chopper like to feel on all the opps its a molester 21
i be with my gun like rozay be with lemon pepper
she wanna hear some afrobeats cause she just popped a tesla
all that workin out that nigga must think he a wrestler
but this aint ufc this chopper came with a compressor 21
this chopper came with a compressor pussy
this chopper came with a pussy
this glock 45 came with a switch 21
if i was will smith i wouldve slapped him with a stick
put your hands in the air its a stickup 21
spin the same hood where i get my dick sucked facts
if you standin on business put your blick up 21 21
come around actin scary get your shit took 21
fell in love with feelin dizzy so i spizzin 21
i got mad love for the boy yeah thats my twizzin 21
if them niggas keep on dissin slide agizzain 21
we the reason why the opps aint got no frizziends 21
last nigga played with me got turned duppy
i aint even roll him in the wood cause he musty
you ask how she doin i just tell her come and fuck me
shot his ass twenty times damn this nigga lucky damn that nigga lucky
gotta throw a party for my day ones
they aint in the studio but theyll lay somethin
rest in peace to drama king we was straight stuntin
you dont like the way i talk nigga say somethin
say somethin say somethin say somethin say somethin say somethin
you dont like the way i talk nigga say somethin say somethin say somethin say somethin say somethin",en,0.9215496778488159,True
'til you can't,cody johnson,4k3lPl8YTKuY8c1HelVnm3,2021,2022,1,"you can tell your old man youll do some largemouth fishin another time
you just got too much on your plate to bait and cast a line
you can always put a rain check in his hand
til you cant
you can keep puttin off forever with that girl whos heart you hold
swearin that youll ask someday further down the road
you can always put a diamond on her hand
til you cant
if you got a chance take it
take it while you got a chance
if you got a dream chase it
cause a dream wont chase you back
if youre gonna love somebody
hold em as long and as strong and as close as you can
til you cant
theres a box of greasy parts sittin in the trunk of that sixtyfive
still waitin on you and your grandad to bring it back to life
you can always get around to fixin up that pontiac
til you cant
if you got a chance take it
take it while you got a chancе
if you got a dream chase it
cause a drеam wont chase you back
if youre gonna love somebody
hold em as long and as strong and as close as you can
til you cant
so take that phone call from your mama
just talk away
cause youll never know how bad you wanna
til you cant some day
dont wait on tomorrow cause tomorrow may not show
say your sorrys i love yous
cause man you never know
if you got a chance take it
take it while you got a chance
if you got a dream chase it
cause a dream wont chase you back
if youre gonna love somebody
hold em as long and as strong and as close as you can
til you cant
yeah if you got a chance take it take it
take it while you got a chance
if you got a dream chase it
cause a dream wont chase you back
if youre gonna love somebody
hold em as long and as strong and as close as you can
til you cant
til you cant
yeah
take it",en,0.9181379079818726,True
the kind of love we make,luke combs,48UKTR66uUOT9LaUvooTNx,2022,2022,1,"weve been burnin both ends
keepin the lights on
so ive been thinkin we need
a little time alone
so what you say we cancel our plans
tonight im only gonna be your man
lets get some candles burning
and some records turning
all the lights down low
take it nice and slow
the way your bodys moving
keep doing what youre doing to me all night long
writin our love song
girl i want it gotta have it
let the passion take us to a higher place
makin the kind of love we make
there aint no way baby
to get me out this house
when you look this good
what could i even think about oh oh
besides turn around and lockin the door
watching your red dress fall to the floor
lets get some candles burning
and some records turning
all the lights down low
take it nice and slow
the way your bodys moving
keep doing what youre doing to me all night long
writin our love song
girl i want it gotta have it
let the passion take us to a higher place
makin the kind of love we make
kind of love we make
so what you say we cancel our plans
tonight im only gonna be your man
lets get some candles burning
some records turning
all the lights down low
take it nice and slow
the way your bodys moving
keep doing what youre doing to me all night long
writin our love song
girl i want it gotta have it
let the passion take us to a higher place
girl i want it gotta have it
let the passion take us to a higher place
makin the kind of love we make
kind of love we make
makin the kind of love we make",en,0.8675267100334167,True
i ain't worried,onerepublic,4h9wh7iOZ0GGn8QVp4RAOB,2022,2022,1,"i dont know what youve been told
but time is running out no need to take it slow
im stepping to you toetotoe
i should be scared honey maybe so
but i aint worried bout it right now right now
keeping dreams alive 1999 heroes
i aint worried bout it right now right now
swimmin in the floods dancing on the clouds below
i aint worried bout it
i aint worried bout it hey
i dont know what youve been told
but time is running out so spend it like its gold
im living like im ninezeros
got no regrets even when i am broke yeah
im at my best when i got something im wanting to steal
way too busy for them problems and problems to feel yeah yeah
no stressing just obsessing with sealing the deal
ill take it in and let it go
but i aint worried bout it right now right now
keeping dreams alive 1999 heroes
i aint worried bout it right now right now
swimmin in the floods dancing on the clouds below
i aint worried bout it
i aint worried bout it hey
ooh i aint worried
ooh oh no no
i aint worried bout it right now right now
keeping dreams alive 1999 heroes
i aint worried bout it right now right now
swimmin in the floods dancing on the clouds below
i aint worried bout it ooh hey
i aint worried bout it ooh hey
i aint worried bout it",en,0.828155517578125,True
break my soul,beyoncé,5pyoxDZ1PX0KxBxiRVxA4U,2022,2022,1,"im bout to explode take off this load
bend it bust it open wont ya make it go
yakayaka yakayaka yakayaka yakayaka
yakayaka yakayaka yakayaka yakayaka release ya wiggle
yakayaka yakayaka yakayaka yakayaka
yakayaka yakayaka yakayaka yakayaka release ya wiggle
la lalalala lalalala lalalala
lalalala lalalala lalalala la
you wont break my soul
you wont break my soul
you wont break my soul
you wont break my soul
im tellin everybody
everybody
everybody
everybody
now i just fell in love
and i just quit my job
im gonna find new drive
damn they work me so damn hard
work by nine
then off past five
and they work my nerves
thats why i cannot sleep at night
im lookin for motivation
im lookin for a new foundation yeah
and im on that new vibration
im buildin my own foundation yeah
hold up oh baby baby
you wont break my soul na na
you wont break my soul nono na na
you wont brеak my soul nono na na
you wont break my soul na na
im tellin evеrybody na na
everybody
everybody
everybody
release ya anger release ya mind
release ya job release the time
release ya trade release the stress
release the love forget the rest
ima let down my hair cause i lost my mind
bey is back and im sleepin real good at night
the queens in the front and the doms in the back
aint takin no flicks but the whole clique snapped
theres a whole lot of people in the house
tryin to smoke with the yak in your mouth
good at night and we back outside
you said you outside but you aint that outside
worldwide hoodie with the mask outside
in case you forgot how we act outside
got motivation motivation
i done found me a new foundation yeah new foundation
im takin my new salvation oh yeah yeah yeah new salvation
and ima build my own foundation yeah oh yeah yeah yeah oh yeah yeah yeah
oh baby baby
you wont break my soul you wont
you wont break my soul break my soul
you wont break my soul you wont
you wont break my soul break my soul
and im tellin everybody everybody
everybody everybody
everybody everybody
everybody yeah
if you dont seek it you wont see it
that we all know cant break my soul
if you dont think it you wont be it
that love aint yours cant break my soul
tryin to fake it never makes it
that we all know cant break my soul
you can have the stress and not take less
ill justify love
we go round in circles round in circles
searchin for love round in circles
we go up and down lost and found round in circles
searchin for love yeah
looking for something that lives inside me
looking for something that lives inside me
you wont break my soul
you wont break my soul
you wont break my soul
you wont break my soul
im tellin everybody
tellin everybody
everybody
everybody
you wont break my soul
you wont break my soul no no
you wont break my soul
you wont break my soul
and im tellin everybody got motivation oh yeah yeah
everybody oh yeah yeah
everybody i done found me a new foundation yeah
everybody oh yeah yeah
im takin my new salvation yeah yeah yeah yeah
and ima build my own foundation yeah yeah yeah
got motivation motivation
i done found me a new foundation yeah new foundation
im takin my new salvation new salvation
and ima build my own foundation yeah own foundation
im bout to explode take off this load
bend it bust it open wont ya make it go
yakayaka yakayaka yakayaka yakayaka
yakayaka yakayaka yakayaka yakayaka release ya wiggle
yakayaka yakayaka yakayaka yakayaka
yakayaka yakayaka yakayaka yakayaka release ya wiggle
release ya release ya release ya wiggle
release ya anger release ya mind
release ya job release the time
release ya trade release the stress
release the love forget the rest",en,0.7805240154266357,True
something in the orange,zach bryan,3WMj8moIAXJhHsyLaqIIHI,2022,2022,1,"itll be fine by dusk light im tellin you baby
these things eat at your bones and drive your young mind crazy
but when you place your head between my collar and jaw
i dont know much but theres no weight at all
and im damned if i do and im damned if i dont
cause if i say i miss you i know that you wont
but i miss you in the mornings when i see the sun
somethin in the orange tells me were not done
to you im just a man to me youre all i am
where the hell am i supposed to go
i poisoned myself again somethin in the orange
tells me youre never comin home
i need to hear you say youve been waitin all night
theres orange dancin in your eyes from bulb light
your voice only trembles when you try to speak
take me back to us dancin this wood used to creak
to you im just a man to me youre all i am
where the hell am i supposed to go
i poisoned myself again somethin in the orange
tells me youre never comin home
to you im just a man to me youre all i am
where the hell am i supposed to go
i poisoned myself again somethin in the orange
tells me youre never comin home
if you leave today ill just stare at the way
the orange touches all things around
the grass trees and dew how i just hate you
please turn those headlights around
please turn those headlights around",en,0.8874532580375671,True
smokin out the window,silk sonic & bruno mars & anderson .paak,3xVZYkcuWalGudeKl861wb,2021,2022,1,"wait a minute this love started out so tender so sweet
but now she got me smokin out the window
mm mm mm
mustve spent thirtyfive fortyfive thousand up in tiffanys oh no
got her badass kids runnin round my whole crib
like its chuck e cheese woah woah
put me in a jam with her exman in the ufc
cant believe it cant believe it
im in disbelief
this bitch got me payin her rent payin for trips
diamonds on her neck diamonds on her wrists
and here i am all alone all alone
im so cold im so cold
you got me out here
smokin out the window smokin out the window
singin how could she do this to me
how could she do this to me
oh i thought that girl belonged to only me mmm
but i was wrong
cause she belong
to everybody everybody ooh
just the other night she was grippin on me tight
screamin hercules hercules hercules
got me in the club lookin for a new love
someone help me please help me please help me please
baby why you doin this why you doin this to me girl
not to be dramatic but i wanna die
this bitch got me payin her rent payin for trips
diamonds on her neck diamonds on her wrists
and here i am all alone all alone
im so cold im so cold
you got me out here
smokin out the window smokin out the window of the benzo the benzo
singin how could she do this to me how how could she do this
oh i thought that girl belonged to only me one things for sure one things for sure
but i was wrong i was wrong
cause she belong she belong
to everybody everybody yeah she belong to everybody
that girl yes she belong to everybody ooh
oh no
look here baby i hope you find whatever it is that you need
but i also hope that your triflin ass is walkin round barefoot in these streets
look out
girl it breaks my heart that you aint right here with me
now i gotta give you back gotta give you back
to the city oh you got me
smokin out the window ooh
singin how could she do this to me how could you
how could you do this baby
oh i thought that girl belonged to only me woohoo oohhoohoo
but i was wrong i was wrong
cause she belong she belong
to everybody everybody yeah she belong to everybody
yeah yeah she belong to everybody ooh",en,0.9371508955955505,True
in a minute,lil baby,31lopd32BkJBTSgYE16c5e,2022,2022,1,"damn kai you goin crazy
i be in the loop she be in a group yeah
brodie want her friend throw em alleyoop yeah
turned somethin to nothin bruh im livin proof
how can i lose when we the whos whos
still runnin round with mohawk jet ready pack the goyard
people probably think i show off i aint even give it yet
runnin up a silly check stayin off the internet
share the stage with billie eilish turnt at any given time
personal partners pillow talkin cause i got rich without em
only thing they should be sayin is baby keep it solid
we aint even deep as we used to be this shit slick divided
bruh aint got no hustle or nothin so he gon stick to violence
i be known to run down im dialed in so i cant speak about it
she know im a gangster she love me i bring the freak up out her
cant play with me you know i come trim im in a different league
im tired of showin what i can get done what you gon do for me
fortythousand miles up in the air only time i get some zs
fullcourt press foot on they neck and i cant let em breathe
blood sweat and tears come with this check it aint nowhere near easy
had to fall back you know how that go we only speakin briefly
hope im not too much to handle city nigga from atlanta
i spent my last check on ammo this is not a regular lambo
hundred thousand dollars kit couldve put down on another lambo
dont be in the mix i built this shit forever havin say so
this shit gon get serious about my money this aint no fuckin playdoh
brodie down for double homicide i try to tell him lay low
c dont like to drive but he spin good im on the way to clayco
ak47s in the spots before they made the draco
im just tryna ball and live hundred mill im calling dibs
im the boss pay all the bills im the golden child for real
go off in this bitch i will i been on my grind for years
and im out here grinding still i need equity to sign the deal
im just tryna ball and live hundred mill im calling dibs
im the boss pay all the bills im the golden child for real
go off in this bitch i will i been on my grind for years
and im out here grinding still i need equity to sign the deal
overbuying cars i snatch the brabus just for motivation
shootout at the spot today tomorrow we in a new location
free all of the guys i hope yall beat the case or get probation
stash it at my mama house four hundred bands in the ventilation
now look how im living i bought a house for the money to stay at
right when niggas think that i got soft ima pull up and spray at
living like a don might smoke a blunt in the back of the maybach
pull up like your mama with the switch why the fuck would you say that
you can do it first ima do it worst gotta double the pay back never take it personal show no mercy bruh taught me that way back
condo to get off i was always taught dont tell hoes where you stay at
keep a stash house you cant take nothing to the spot where you lay at
never be a bother if you off me no problem just say that
never runnin off so if i owe you i got you ill pay that
give this shit my all so when im old i can chill and just lay back
really from the bottom so the trenches is where i feel safe at
im just tryna ball and live hundred mill im calling dibs
im the boss pay all the bills im the golden child for real
go off in this bitch i will i been on my grind for years
and im out here grinding still i need equity to sign the deal
im just tryna ball and live hundred mill im calling dibs
im the boss pay all the bills im the golden child for real
go off in this bitch i will i been on my grind for years
and im out here grinding still i need equity to sign the deal",en,0.8546679019927979,True
moscow mule,bad bunny,6Xom58OOXk2SoU711L2IXO,2022,2022,1,"si yo no te escribo tú no me escribe ey
si tú quieres te busco yo sé dónde tú vive
quizá hoy está aborrecía
pero por dentro tú tiene alegría
si quieres te la saco
dos trago y sabes que me pongo bellaco
no somo na pero estamo envuelto hace rato ohoh
whatsapp sin el retrato no guarda mi contacto ey ey ey ey
pero se la saco
dos trago y sabes que me pongo bellaco
no somo na pero estamo envuelto hace rato ohoh
whatsapp sin el retrato no guarda mi contactoto
todo e underwater ey
baby vamo pal cuarto quarter
en la uru comiéndono el pare
te voa dar duro pa que no me compare ey
cuidao con ese mahón que se va a romper ey
ese booty lo va a romper ey
yo no sé si yo te vuelvo a ver
si mañana me voa perder
tú ere una player me hiciste un crossover
esta ve metiste me diste game over eheh huh
porque no puedo olvidar
el perreo aquel que se fue viral
dime si mañana te va a quedar
después de la alarma te lo voy a dar ey
hoy tú no va a trabajar je no
si quieres te la saco
dos trago y sabes que me pongo bellaco
no somo na pero estamo envuelto hace rato ohoh oh
whatsapp sin el retrato no guarda mi contacto
pero se la saco
dos trago y sabes que me pongo bellaco
no somo na pero estamo envuelto hace rato ohoh
whatsapp sin el retrato no guarda mi contacto
me gustan así piquetúa
mami qué rica te ve esnúa
quizás no sentiste lo que yo sentí
pero aún te debo una noche en la suite
pa darte tabla dale mami habla
tú ere una diablona no te haga
pa darte tabla dale mami habla
tú ere una diablona no te haga
no no no no no no no no
no no no no no no no no
no no no no no no no no
ey yo no sé tú pero yo quisiera amanecer esnú
en una playa por bali si no cancún
pide otro moscow mule ey
que ando en nota nota
ven y choca
conmigo que se joda
baby tú tás grandota
pero hoy ando en nota nota
ven y choca
conmigo que se joda eh
que se joda ey
mami tú quiere perreo tú quiere perreo
tú quiere perreo tú quiere perreo
tú quiere bellaqueo tú quiere bellaqueo
tú quiere bellaqueo tú quiere bellaqueo
mami tú quiere perreo tú quiere perreo
tú quiere perreo tú quiere perreo
tú quiere bellaqueo tú quiere bellaqueo
tú quiere bellaqueo tú quiere bellaqueo",es,0.9424673914909363,False
she had me at heads carolina,cole swindell,200x8ONbPfFzByUr3fVz46,2022,2022,1,"heads carolina tails california
i was out with the boys catchin up in a neon light
didnt know til we walked in it was karaoke night
she was in a circle of girls chasin a shot with a lime
she was laughin they were darin her to get on the mic
one of em walked up and turned in her name
next thing i knew man she was up on the stage singin
heads carolina tails california
maybe shed fall for a boy from south georgia
shes got the bar in the palm of her hand
and shes a 90s country fan like i am
hey i got a chevy she can flip a quarter
id drive hеr anywhere from herе to california
when this song is over i gotta find her
cause she had me at heads carolina
yeah she knew every word by heart didnt need no screen no
i was raisin my glass up for her i saw her smilin at me yeah
she had me down in the front by the end of verse two
like there wasnt no one else in the room we were singin
heads carolina tails california
maybe shed fall for a boy from south georgia
shes got the bar in the palm of her hand
and shes a 90s country fan like i am
hey i got a chevy she can flip a quarter
id drive her anywhere from here to california
when this song is over i gotta find her
cause she had me at heads carolina
yeah i bought her a round and we talked til the lights came on
i still see that girl every time i hear that song
heads carolina tails california
maybe shed fall for a boy from south georgia
shes got the bar in the palm of her hand
and shes a 90s country fan like i am
hey i got a chevy she can flip a quarter
id drive her anywhere from here to california
when this song is over i gotta find her
cause she had me at heads carolina
heads carolina tails california
yeah she had me at heads carolina somewhere greener somewhere warmer
heads carolina tails california
yeah somewhere greener somewhere warmer
heads carolina
somewhere together ive got a quarter
heads carolina tails california",en,0.9740200042724609,True
vegas,doja cat,0hquQWY3xvYqN4qtiquniF,2022,2022,1,"yeah ah get it
yeah ah get it
yeah yeah ah get it
yeah ah get it
yeah ah get it
yeah
you aint nothin but a
dog player i get it
fraud player i get it
i understand i understand
you aint the man you aint a man
you aint nothin but a
hound dog hound dog hound dog
you aint nothin but a
player gettin valeted around in that ho whip
two fingers up one down when my toes ten
flewed out with my boobs out put a cork in it
love it when you be cryin out when im corseted
i dont think he gon make it do not let me start ragin
 im losin my patience this aint stayin in vegas you aint nothin but a
theres more sides to the story ima tell everybody
had your ass sittin courtside with your arm around me
had your ass sittin first class with your burnt ass out in abu dhabi
coulda been what we shoulda been
but you lost a bet now you gotta find me
find a seat
i aint playin thats hide and seek
high school when you finally peaked
hound dog couldnt find a treat
im a bad bitch but
you aint nothin but a
dog player i get it
fraud player i get it
i understand i understand
you aint the man you aint a man
you aint nothin but a
hound dog hound dog hound dog yeah yeah said
you aint nothin but a
i get it i know you got some other  you on
and i get it you needed someone that could prove you wrong
so i reckon you leave all of your problems at the door to my city
you gon need to tell my brothers where you from
and i admit it i still got empathy
and you gon feel it for two weeks when i release you in them sheets you aint nothin but a
and keep my nina indiscreet keep the cleaner in my jeep
then put that yeezy in your teeth let my demons off they leashes
if you even think to speak ima give a whole new meanin
when you said you livin a dream we can keep that  asleep
and you gon laugh with all your gs
countin them sheep sheep sheep sheep
talkin bout zzzzzzz rip
you aint nothin but a
dog player i get it
fraud player i get it
i understand i understand
you aint the man you aint a man
you aint nothin but a
hound dog hound dog hound dog
you aint nothin but a
dog player i get it
fraud player i get it
i understand i understand
you aint the man you aint a man
you aint nothin but a
hound dog hound dog hound dog
you aint nothin but a
yeah ah get it
yeah ah get it
yeah yeah ah get it
yeah ah get it
yeah yeah ah get it
yeah you aint nothin but a",en,0.9230144023895264,True
pushin p,gunna & future,3XOalgusokruzA5ZBA2Qcb,2022,2022,1,"wheezy outta here
pushe p
yeah pushe p drehe auf
drehe auf p uhah
spitzen in der patek und meinem piece ich pushe p
ich habe neue waffen für mein p gekauft wir wollen keinen frieden
ich habe einen spot auf der anderen seite des spots nur für ps
den punkt fallen gelassen und dann schmieden wir pläne exotische ps
sie ist keine lesbe für p wird sie zur pesbe pushe p ich pushe p
großes p aus ich rocke diese präsidenten zähle die präsidenten pushe p
portugiesisch auf ihren knien mein bandana p
sie ließ mich quetschen dann geht sie weil sie das p beibehält
privatesuite privateseat bitch ich pushe p
lila pint pussy pink bitch ich pushe p
pushe p ich pushe p ich pushe p ich pushe p yeah yeah
pushe p ich pushe p ich pushe p ich pushe p yeah
popp eine p ich bin paranoid ich kann grad nicht schlafen
meine taschen sind tief hab die racks auf mir
warum gucken die mich an
ich pushe p ich pushe p ich pushe p ich pushe p yeah
guck ich habe ah ah den lamborghini gekauft
die opps draußen ah ah ah
okay habe ihr einn p gekauft keine pille einen porsche pushe p
drei ps popp  porsches skrrt pushe p
ich habe gerade einen cup voll wasser gefickt habe ich
pushe p rotes bandana kardinäle ey pushe p
ich werde dich aus deinen ganzen werbedeals rausziehen yeah pushe p
sie ist kein furnier für mich sie ist einfach porzellan habe ich nie
ich habe niemals opps gesehen jetzt kämpfen wir endlich habe ich nie
sie ist bereit für mich auf die straße zu gehen keine frage natürlich skrrt
zu reich um zu schreiben ich lasse es von meiner shawty weiterleiten yeah
habe p aus dem alphabet genommen nigga versuch es zu sortieren ey
pushe p ich pushe p ich pushe p
pushe p ich pushe p p ahah
pushe p ich pushe p ich pushe p
ich pushe p yeah ahah",de,0.9951359033584595,False
buy dirt,jordan davis & luke bryan,69AIpwGNLxr4qS1X5ynx60,2021,2022,1,"few days before he turned 80
he was sitting out back in a rocker
he said what you been up to lately
i told him chasing a dollar
and in between sips of coffee
he poured this wisdom out
said if you want my two cents on making a dollar count
buy dirt
find the one you cant live without
get a ring let your knee hit the ground
do what you love but call it work
and throw a little money in the plate at church
send your prayers up and your roots down deep
add a few limbs to your family tree
and watch their pencils marks and the grass in the yard
all grow up
cause the truth about it is it all goes by real quick
you cant buy happiness
but you can buy dirt
before you get caught on that ladder
let me tell you what its all about
find you a few things that matter
that you can put a fence around
and then he laid it out
buy dirt
find the one you cant live without
get a ring let your knee hit the ground
do what you love but call it work
and throw a little money in the plate at church
send you prayers up and your roots down deep
and add a few limbs to your family tree
and watch their pencils marks and the grass in the yard
all grow up
cause the truth about it is it all goes by real quick
you cant buy happiness
but you can buy dirt
you can buy dirt
and thank the good lord for it
cause he aint makin any more of it
so buy dirt
find the one you cant live without
get a ring let your knee hit the ground
do what you love but call it work
and throw a little money in the plate at church
send your prayers up and your roots down deep
add a few limbs to your family tree
and watch their pencils marks and the grass in the yard
all grow up
cause the truth about it is it all goes by real quick
you cant buy happiness
but you can buy dirt",en,0.972463071346283,True
i hate u,sza,2aJnyNu4PQxQ2lyj5boiMG,2022,2022,1,"i be so sick of you niggas yall contradicting
i be so bored with myself can you come and fuck me
i feel so ordinary sad when you around me
treat me like corduroy wear me out
arguments you air me out
tripping bout your whereabouts
i cant keep no conflict with you boy can we just rub it out
i dont want no static with you you know you my plug
and i cant shake this habit no
ive been up baby
heavy reminiscin
heavy on the missing you
wish it was different than what it was oh no
ive been up baby
lost in the lie of us
lost aint no findin us
ive been up baby
and if you wonder if i hate you i do
shitty of you to make me feel just like this
what i would do to make you feel just like this
and if you wondered if i hate you fuck you
shitty of you to make me feel just likе this
what i would do to make you feel just like this
used to bе too solid til you scrambled me
used to be your rider you mishandle me
used to be nonviolent til you ambushed me
now im out here wildin with you
now im out here silent treatment that mean no permission no
missionary gettin boring can you switch positions yeah
hard to save your soul you dont ever listen no no
ive been up baby
heavy reminiscin
heavy on the missing you
wish it was different than what it was oh no
ive been up baby
lost in the lie of us
lost aint no findin us
ive been up baby
and if you wonder if i hate you i do
shitty of you to make me feel just like this
what i would do to make you feel just like this
and if you wondered if i hate you fuck you
shitty of you to make me feel just like this
what i would do to make you feel just like this",en,0.9218947291374207,True
boyfriend,dove cameron,59CfNbkERJ3NoTXDvoURjj,2022,2022,1,"i cant believe were finally alone
i cant believe i almost went home
what are the chances everyones dancing
and hes not with you hmm hmm hmm hmm
the universe must have divined this
what am i gonna do not grab your wrist
i could be a better boyfriend than him
i could do the shit that he never did
up all night i wont quit
thinking im gonna steal you from him
i could be such a gentleman
plus all my clothes would fit
i could be a better boyfriend
i dont need to tell you twice
all the ways hе cant suffice
if i could give you some advicе
i would leave with me tonight
the universe must have divined this mmm mmm
ladies first baby i insist
i could be a better boyfriend than him
i could do the shit that he never did
up all night i wont quit
thinking im gonna steal you from him
i could be such a gentleman
plus all my clothes would fit
i could be a better boyfriend than him
i could be a better boyfriend
i never would have left you alone
here on your own glued to your phone
never would have left you alone
for someone else to take you home
i could be a better boyfriend than him
i could do the shit that he never did
up all night i wont quit
im gonna steal you from him
i could be such a gentleman
plus you know my clothes would fit
i could be a better boyfriend than him
i could do the shit that he never did
up all night i wont quit
thinking im gonna steal you from him
i could be such a gentleman
plus all my clothes would fit",en,0.9803844094276428,True
