draft99_name,draft99_artist,draft99_genre,draft99_daneceability,draft99_energy,draft99_key,draft99_loudness,draft99_mode,draft99_speechiness,draft99_acousticness,draft99_instrumentalness,draft99_liveness,draft99_valence,draft99_tempo,draft99_pop,draft99_spotify_id,draft99_release_date,draft99_year,draft99_lyric
Violent,carolesdaughter,indie-pop,0.797,0.755,2.0,-5.393,1.0,0.0293,0.331,2.26e-06,0.124,0.411,129.955,1,7CFfqRW50ffULvBv7lfIIg,2020-11-23,2020,"dont make me get violent
i want my ring back baby thats a diamond
you dont listen anyways ill be quiet
i dont really feel like fighting
dont make me get violent
i want my ring back baby thats a diamond
you dont listen anyways ill be quiet
i dont really feel like fighting
dont make me run away out the back door
i want my clothes back
you say you miss me so then i drive back to you
i drive back to you
petals off of flowers did you ever really love me
now my nose is filled with powder
and i think that shes still lovely oh no
she knows im a wreck
i gave you all my trust and i told you just dont break it
i promisе that ill clean up and maybe we can makе it
but no i think were both a mess
dont make me run away out the back door
i want my clothes back
you say you miss me so then i drive back to you
i drive back to you
dont make me get violent
i want my ring back baby thats a diamond
you dont listen anyways ill be quiet
i dont really feel like fighting
dont make me get violent
i want my ring back baby thats a diamond
you dont listen anyways ill be quiet
i dont really feel like fighting"
Youth,Glass Animals,indie-pop,0.648,0.718,9.0,-7.765,0.0,0.0298,0.129,0.00156,0.112,0.785,96.017,1,1LPGwuFgIzbJoShfDdw7MY,2016-08-26,2016,"boy when i left you you were young
i was gone but not my love
you were clearly meant for more
than a life lost in the war
i want you to be happy
free to run get dizzy on caffeine
funny friends that make you laugh
and maybe youre just a little bit dappy
fly
feel your mother right at your side dont you know you got my eyes
ill make you fly
youll be happy all the time i know you can make it right
boy now your life is backtofront
but youll see thats not for long
cause i know youll feel the ghost
of some memories so warm
boy i want you to be happy
free to run get dizzy on caffeine
funny friends that make you laugh
and maybe youre just a little bit dappy
fly
feel your mother right at your side dont you know you got my eyes
ill make you fly
youll be happy all the time i know you can make it right
boy i want you to be happy
free to run get dizzy on caffeine
funny friends that make you laugh
and maybe youre just a little bit dappy
fly
feel your mother right at your side dont you know you got my eyes
ill make you fly
youll be happy all the time i know you can make it right
ill make you
boy i want you to be happy
free to run get dizzy on caffeine
funny friends that make you laugh
and maybe youre just a little bit
woo woo woo"
Sports,Beach Bunny,indie-pop,0.231,0.877,9.0,-5.278,1.0,0.0574,0.000653,0.026,0.0694,0.524,186.142,1,25WBAqR5bcRrs1du9L6AeC,2018-01-01,2018,"if you feel lonely
i could be lonely with you
tell me baby
why do you seem so blue
why are we so complicated
maybe love is overrated
im tired of waitin
i was never good at sports
save the games for the girls on the tennis court
say you need me
but lately you feel unsure
come on to me come on to me
i need more
ooh ooh ooh
if you feel broken
promise i wont break your heart
if you shatter
i wont let you fall apart
why are we so complicated
loves a word ive always hated
im tired of waitin
i was never good at sports
save the games for the girls on the tennis court
say you need me
but lately you feel unsure
come on to me come on to me
i need more
it always feels like
i need more
jesus christ youre so confusing
if we keep score
bet my money that im losing"
Fool,Frankie Cosmos,indie-pop,0.511,0.435,9.0,-10.254,1.0,0.0408,0.301,8.2e-05,0.255,0.343,120.207,1,5Yx9t9RgATAtYoHN8gbRM0,2016-04-01,2016,"29 contributorstranslationsespañolfool lyricsyour name is a triangle
your heart is a square
i love to see you
way over there
once i was happy
you found it intriguing
then you got to me
and left me waiting
you make me feel like a fool waiting for you
you make me feel like a fool waiting for you
i thought we could eat bread
i thought we could talk
on darker days
with our boots kicked off
you look to me
and i look away
though i had been looking
you make me feel like a fool waiting for you
you make me feel like a fool waiting for you"
Rollercoaster,Bleachers,indie-pop,0.421,0.79,10.0,-6.227,1.0,0.0538,0.00205,0.000309,0.148,0.279,162.024,1,5L95vS64rG1YMIFm1hLjyZ,2014-07-14,2014,"it was summer when i saw your face
looked like a teenage runaway
oh god i never thought wed take it that far
some killer queen you are
now im running and i cant stop anywhere i go
i think about it every day and night i cant let go
man im never the same
we were shotgun lovers im a shotgun running away
so come a little closer
there was something i can tell yeah
you are such a rollercoaster
and a killer queen you are
rollercoaster i dont say no
rollercoaster when you dont say no
and its such a rollercoaster
some killer queen you are
we took the bones out from the road
those endless nights that we traveled we stole
you let your clothes fall to the floor
and lit a fire while i waited for more
now im running and i wont stop i dont wanna go
i think about it every day and night i cant let go
and hey im never the same
its a hundred miles an hour on a dirt road running away
so come a little closer
there was something i can tell yeah
you are such a rollercoaster
and a killer queen you are
rollercoaster i dont say no
rollercoaster when you dont say no
and its such a rollercoaster
some killer queen you are
come a little closer
im sure come a little closer
why dont you come a little closer
there was something i can tell yeah
you are such a rollercoaster
some killer queen you are
rollercoaster i dont say no
rollercoaster when you dont say no
and its such a rollercoaster
some killer queen you are
so come a little closer
there was something i can tell yeah
you are such a rollercoaster
and a killer queen you are
rollercoaster i dont say no
rollercoaster when you dont say no
and its such a rollercoaster
some killer queen you are"
I Bet on Losing Dogs,Mitski,indie-pop,0.398,0.493,9.0,-9.561,1.0,0.0303,0.00347,0.000157,0.106,0.412,82.048,1,2Co0IjcLTSHMtodwD4gzfg,2016-06-17,2016,"my baby my baby oohoh
youre my baby say it to me oohoh oohoh
baby my baby ooh oohoh
tell your baby that im your baby oohoh oohoh
i bet on losing dogs
i know theyre losing and i pay for my place by the ring
where ill be looking in their eyes when theyre down
ill be there on their side im losing by their side
aah aahah aahah
aah aah aahah aahah
will you let me baby lose on losing dogs
i know theyre losing and i pay for my place by the ring
where ill be looking in their eyes when theyre down
i wanna feel it
i bet on losing dogs
i always want you when im finally fine
how youd be over me looking in my eyes when i cum
someone to watch me die someone to watch me die
i bet on losing dogs did you get that"
Moon Song,Phoebe Bridgers,indie-pop,0.339,0.243,1.0,-12.512,1.0,0.056,0.869,0.00369,0.107,0.183,154.909,1,46RNrAkGsqWTDrv2ZPOAbx,2020-06-18,2020,"you asked to walk me home
but i had to carry you
and you pushed me in
and now my feet cant touch the bottom of you
you couldnt have you couldnt have
stuck your tongue down the throat of somebody
who loves you more
so i will wait for the next time you want me
like a dog with a bird at your door
mmm
we hate tears in heaven
but its sad that his baby died
and we fought about john lennon
until i cried
and then went to bed upset
but now i am dreaming and youre singing at my birthday
and ive never seen you smiling so big
its nautical themed and theres something im supposed to say
but cant for the life of me remember what it is
and if i could give you the moon
i would give you the moon
you are sick and youre married and you might be dying
but youre holding me like water in your hands
when you saw the dead little bird you started crying
but you know the killer doesnt understand"
Generous,Amber Mark,indie-pop,0.831,0.542,10.0,-6.652,0.0,0.169,0.234,0.0,0.261,0.493,132.076,1,6bgPMgXiSvSxRS6qKn9wK4,2020-01-31,2020,"tonight im feelin generous
youre always catering to me so let me put you first
yeah i got  uh
yeah i got  uh
yeah
generous feelings whatever you desire
sit back and receive it
its about you tonight yeah
first let me give your eyes a taste
of whats underneath this lingerie
so many reasons to give you what you deserve
dont lift a finger dont im gonna put in the work
let me focus on you
finna get that 50 shades yeah
say what it is and ill obey yeah
i aint seen you in like seven days yeah
i just wanna stay in for the weekend and get faded
turnin off my phone yeah puttin on some slow jams
takin off your clothes yeah its on
yeah its on yeah yeah
tonight im feelin generous
youre always catering to me so let me put you first
yeah i got fifty thousand ways to make your eyes roll back
have you talkin to yourself like how she ride like that
pop another perignon im feelin generous
you look so good you make me wanna throw a million ones
yeah i got fifty thousand ways to make your eyes roll back
have you talkin to yourself like how she ride like that yeah
experimental experimental
you wanna play some roles play some roles
youre presidential presidential
ill be the marilyn givin the cake to you
like a movie in black and white
move to the music throwin it back in time
i aint seen you in like seven days yeah
i just wanna stay in for the weekend and get faded faded
turnin off my phone yeah phone yeah puttin on some slow jams slow jams
takin off your clothes clothes yeah its on
yeah its on its on yeah
tonight im feelin generous
youre always catering to me so let me put you first
yeah i got fifty thousand ways to make your eyes roll back
have you talkin to yourself like how she ride like that
pop another perignon im feelin generous
you look so good you make me wanna throw a million ones
i wanna throw on some ones woah
yeah i got fifty thousand ways to make your eyes roll back
have youre talkin to yourself like how she ride like that yeah
oh yeah yeah
i got i got
you know i got aint seen you
uh"
3 small words,MisterWives,indie-pop,0.646,0.593,11.0,-7.172,1.0,0.0298,0.029,0.0,0.0343,0.88,98.949,1,3TWkAgxg2LKjmJ4CiEvOkr,2020-07-24,2020,"your watch broke
and i hoped that itd stop time
cause i really like your body next to mine
and i know
im goin slow can i dive
back into waters that i barely survived
youre thousands of miles away
i wish i could tell you to your face
the things i gotta say
that night that you colored my hair
i knew something real special was there
but i was scared
three small words are so big when theyre for you
three small words are so big when theyre for
three small words are so big when theyre for
three small words are so big when theyre for
right when i
was comfortable being lonely
started getting postcards from every city
got a list
of all the places we should be
but for now ill just meet you in a dream
youre thousands of miles away
i wish i could tell you to your face
the things i gotta say
that night that you colored my hair
i knew something real special was there
but i was scared
three small words are so big when theyre for you
three small words are so big when theyre for
three small words are so big when theyre for
three small words are so big when theyre for
im beginning again im beginning again
im believing again im believing again
wanna dive back in wanna dive back in
and relearn to swim and relearn to swim
im beginning again im beginning again
im believing again im believing again
wanna dive back in im beginning again
and relearn to swim
cause three small words are so big when theyre for
three small words are so big when theyre for
three small words are so big when theyre for"
Det kommer aldrig va över för mig,Håkan Hellström,indie-pop,0.554,0.877,0.0,-6.515,1.0,0.0469,0.012,3.94e-05,0.499,0.499,127.034,1,1fFJXoQ6O6CtzeoQyfgFU2,2014-12-12,2014,"jag är sexton år
jag är platsen de aldrig upptäckte
jag är en storm från ingenstans
jag kan krossa ditt hjärta
som en orkan kan jag svepa bort dig
men jag tänker aldrig dö nej
det kommer aldrig va över för mig
jag kommer älska dig när jorden gått under
för jag tänker aldrig dö nej
det kommer aldrig va över för mig
jag är tjugofyra
bara en liten gnista
bara ett ord
kan sätta eld på en skog
jag kan älska dig just som den där elden
men jag tänker aldrig dö nej
det kommer aldrig va över för mig
jag kan bränna dig som du aldrig bränt dig
om du leker med mig
det kommer aldrig va över för mig
jag är trettionio
jag är ett tappat självförtroende
en pojke från förr är tillbaks igen
han bara står där och stirrar mig rakt ner i själen
vi skulle älska varandra tills jorden gick under
och du skulle aldrig dö nej
det skulle aldrig va över för dig
jag kommer älska dig när jorden gått under
för jag tänker aldrig dö nej
det kommer aldrig va över för mig"
Shinunoga E-Wa,Fujii Kaze,j-pop,0.6,0.76,6.0,-6.124,0.0,0.0452,0.166,4.09e-05,0.189,0.519,158.078,1,0o9zmvc5f3EFApU52PPIyW,2020-05-20,2020,"歌詞
指切りげんまん ホラでも吹いたら
針でもなんでも 飲ませていただき monday
it doesnt matter if its sunday
鏡よ鏡よ この世で1番
変わることのない 愛をくれるのは だれ
no need to ask cause its my darling
わたしの最後はあなたがいい  いい
あなたとこのままおサラバするより
死ぬのがいいわ
死ぬのがいいわ
三度の飯よりあんたがいいのよ いい
あんたとこのままおサラバするよか
死ぬのがいいわ
死ぬのがいいわ
それでも時々 浮つくmy heart
死んでも治らな治してみせます baby
no i aint nothin but ya baby
失って初めて気がつくなんて
そんなダサいこと もうしたないのよ goodbye
oh dont you ever say byebye
eh
わたしの最後はあなたがいい いい
あなたとこのままおサラバするより
死ぬのがいいわ 死ぬのがいいわ
死ぬのがいいわ 死ぬのがいいわ
三度の飯よりあんたがいいのよ いい
あんたとこのままおサラバするよか
死ぬのがいいわ 死ぬのがいいわ
死ぬのがいいわ 死ぬのがいいわ
わたしの最後はあなたがいい
あなたとこのままおサラバするより
死ぬのがいいわ 死ぬのがいいわ
死ぬのがいいわ 死ぬのがいいわ
三度の飯よりあんたがいいのよ
あんたとこのままおサラバするよか
死ぬのがいいわ 死ぬのがいいわ
死ぬのがいいわ 死ぬのがいいわ
それでも時々浮つくmy heart
そんなダサいのは もう要らないのよ byebye
ill always stick with ya my baby"
Holly Jolly Christmas,Michael Bublé,j-pop,0.649,0.466,7.0,-8.308,1.0,0.0428,0.865,0.0,0.0882,0.699,151.251,1,5PuKlCjfEVIXl0ZBp5ZW9g,2012-11-09,2012,"oh ho the mistletoe
is hung where you can see
somebody waits for you
kiss her once for me
have a holly jolly christmas
and in case you didnt hear
oh by golly have a holly
jolly christmas this year"
It's Beginning to Look a Lot Like Christmas,Michael Bublé,j-pop,0.335,0.232,4.0,-11.042,1.0,0.0334,0.908,8.89e-06,0.292,0.381,93.391,1,5a1iz510sv2W9Dt1MvFd5R,2012-11-09,2012,"its beginning to look a lot like christmas
everywhere you go
take a look at the five and ten
its glistening once again
with candy canes and silver lanes aglow
its beginning to look a lot like christmas
toys in every store
but the prettiest sight to see is the holly that will be
on your own front door
a pair of hopalong boots and a pistol that shoots
is the wish of barney and ben
dolls that will talk and will go for a walk
is the hope of janice and jen
and mom and dad can hardly wait for school to start again
its beginning to look a lot like christmas
everywhere you go
theres a tree in the grand hotel one in the park as well
its the sturdy kind that doesnt mind the snow
its beginning to look a lot like christmas
soon the bells will start
and the thing that will make them ring is the carol that you sing
right within your heart
its beginning to look a lot like christmas
toys in every store
but the prettiest sight to see is the holly that will be
on your own front door
sure its christmas once more"
I'll Never Not Love You,Michael Bublé,j-pop,0.492,0.791,11.0,-5.045,1.0,0.0703,0.00816,1.87e-05,0.11,0.585,144.363,1,3tKggonCKJgCG7nroEH2np,2022-01-28,2022,"every time my hand reaches for yours
i feel the hesitation im sure that youre not sure
every time your lips are kissing mine
i taste the indecision its messing with my mind
i know theres a part of you thats terrified to love again
but i promise til the end
ill never run leave you behind
iii never hurt you like he hurt you
ill never make you cry
ill treat you right ill stand by you
and no matter whatever happens
iii never not love you
all of me is diving in the deep
while youre standing at the shoreline the waves are at your feet
trust will never happen overnight
but if you give me more time i swear youll see the light
i know theres a part of you thats terrified to love again
but i promise til the end
ill never run leave you behind
ill never hurt you like he hurt you
iil never make you cry
ill treat you right ill stand by you
and no matter whatever happens
ill never not love you
oohoohoohooh
ill never not ill never not
i know theres a part of you that is terrified to love again
but i promise till the end
yeah i promise till the end
ill never run leave you behind
iii never hurt you like he hurt you
ill never say goodbye
ill treat you right ill stand by you
and no matter whatever happens
ili never not love you
oohoohoohooh
ill never not ill never not love you"
Christmas Calling (Jolly Jones),Norah Jones,j-pop,0.43,0.543,8.0,-6.296,1.0,0.0367,0.463,0.000523,0.0928,0.354,143.912,1,43hPyoE1vsz3VnvBDupq5B,2022-10-21,2022,"i wanna hear the music play
i wanna dance and laugh and sway
i want a happy holiday
for christmas
i could call you on the phone
sing a song it feels like home
instead of feeling all alone
this christmas
and the snow is falling cant you see
is it christmas calling out to me
if i could be with you tonight
beside a fire shining bright
id open up to all of your light
this christmas
this mistletoe hangs over me
im looking all around for glee
so santa give me what i need
for christmas
and the friends who feel like family
with their secret angels holding me
and the snow is falling cant you see
is it christmas calling out to me
is it christmas calling out to me
is it christmas calling out to me
i wanna be a jolly jones
instead of feeling all alone
i sing a song that feels like home
this christmas"
Christmas Don't Be Late,Norah Jones,j-pop,0.464,0.356,5.0,-6.953,1.0,0.03,0.708,7.76e-05,0.108,0.265,66.377,1,3kGFPy5aDF9UI2riRHoNdU,2022-10-21,2022,"5 contributorschristmas dont be late lyricschristmas christmas time is near
time for toys and time for cheer
weve been good but we cant last
hurry christmas hurry fast
want a plane that loops the loop
me i want a hulahoop
we can hardly stand the wait
please christmas dont be late
want a plane that loops the loop
i still want a hulahoop
we can hardly stand the wait
please christmas dont be late
we can hardly stand the wait
please christmas dont be late"
Wintertime,Norah Jones,j-pop,0.525,0.205,0.0,-12.519,1.0,0.0457,0.84,0.0213,0.114,0.207,183.468,1,1HWEOHLnFbRqgSVEK59gEq,2019-04-12,2019,"im alone but i feel alright
in the summertime and the fall
in the spring when the house is dark
doesnt bother me at all
i know i know its in the light
the shadows start to move
theres a hurt in the wintertime
makes it hard for you
theres a dream a dream i had
that makes me sad on the road
that the sun keeps running from
everyone i love
i know i know i know im leaning
im leaning on you
its hard i know i know there isnt
much that you can do
i know i know i know ill make it
ill make it through
in the wintertime theres a kind of light
i only get from you
i know i know its only light
its only light to you
but theres a thing called the wintertime
i cant make it through
i know i know i know im leaning
im leaning on you
its hard i know i know there isnt
much that you can do
i know i know i know ill make it
ill make it through
in the wintertime theres a kind of light
i only get from you"
Christmas Don't Be Late,Norah Jones,j-pop,0.497,0.374,10.0,-6.941,1.0,0.028,0.751,5.82e-05,0.118,0.235,66.785,1,3kGFPy5aDF9UI2riRHoNdU,2022-10-21,2022,"5 contributorschristmas dont be late lyricschristmas christmas time is near
time for toys and time for cheer
weve been good but we cant last
hurry christmas hurry fast
want a plane that loops the loop
me i want a hulahoop
we can hardly stand the wait
please christmas dont be late
want a plane that loops the loop
i still want a hulahoop
we can hardly stand the wait
please christmas dont be late
we can hardly stand the wait
please christmas dont be late"
It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,Norah Jones,j-pop,0.473,0.068,0.0,-20.033,1.0,0.0315,0.892,0.00216,0.105,0.262,93.777,1,5DoGwwQAlYumpSSlDNMOwY,2017-11-29,2017,
I Dream Of Christmas,Norah Jones,j-pop,0.409,0.71,6.0,-6.215,1.0,0.0398,0.15,0.285,0.171,0.376,107.566,1,5mGkaXIy3B6Xh8D2nMQrhR,2022-10-21,2022,"i dream of christmas
snowflakes in the air
i dream of christmas
beauty everywhere
fa la la la la la la la
fa la la la la la la la
fa la la la
la la la la la
i dream of christmas
every time youre near
i dream of christmas
future memories appear
fa la la la la la la la
fa la la la la la la la
fa la la la
la la la la la
i dream i dream
i dream i dream
i dream i dream
i dream of christmas
june and july
i dream of christmas
sleigh bells in the sky
i dream i dream
i dream i dream
i dream i dream
i dream i dream"
I Dream Of Christmas,Norah Jones,j-pop,0.614,0.699,6.0,-6.238,1.0,0.0315,0.14,0.252,0.115,0.431,107.552,1,5mGkaXIy3B6Xh8D2nMQrhR,2022-10-21,2022,"i dream of christmas
snowflakes in the air
i dream of christmas
beauty everywhere
fa la la la la la la la
fa la la la la la la la
fa la la la
la la la la la
i dream of christmas
every time youre near
i dream of christmas
future memories appear
fa la la la la la la la
fa la la la la la la la
fa la la la
la la la la la
i dream i dream
i dream i dream
i dream i dream
i dream of christmas
june and july
i dream of christmas
sleigh bells in the sky
i dream i dream
i dream i dream
i dream i dream
i dream i dream"
Blue Christmas,Norah Jones,j-pop,0.536,0.163,0.0,-10.566,1.0,0.0349,0.695,0.000239,0.126,0.233,66.72,1,2qC7vo6rdA2euzbTb0IK37,2022-10-21,2022,"7 contributorsblue christmas lyricsill have a blue christmas without you
ill be so blue just thinking about you
decorations of red on a green christmas tree
wont be the same deer if youre not here with me
and when those blue snowflakes start falling
thats when those blue oh those blue memories start calling
youll be doing all right
with your christmas of white
oh but ill have a blue christmas
youll be doing all right
oh with your christmas of white
oh but ill have a blue blue blue christmas
youll be doing all right
with your christmas of white
but ill have a blue blue blue blue christmas"
Tot Musica,Ado,j-pop,0.669,0.934,5.0,-3.948,0.0,0.0653,0.073,0.0,0.123,0.175,129.974,1,4eChbtoFoOmWQt03aRDzaJ,2022-08-10,2022,"gah zan tak gah zan tat tat brak
gah zan tak gah zan tat tat brak
ame utsu kokoro samayou izuko
karehatezu waku negai to namida
tokihanatsu shu wo tsumugu kotonoha
mie keg ok giek giek
kah phas tezze lah woah hey woah
shi wo mo korogasu sukui no sanka
motomeraretaru meshia
inori no hazama de madou
tada umi no nagu mirai wo kou
sono gougan burei na doukoku wo
dasei naki urei ni wa boukyaku wo
saa konton no jidai ni wa shuushifu wo
iza muge ni blah blah blah
mujouken zettai gekkou nara singing the song
ikansen bari zougon demo singing the song
uzou muzou no big bang itsukushimi bukaku
okore tsudoe utae hametsu no uta wo
mie keg ok giek giek
kah phas tezze lah woah hey woah
chikai tateshi jiyuu te ni shite ouka
hirefusaretaru mеshia
toubou no hate nozomu kibou
wasureji no tomoshibi wo matou
sono mi ga tsukiru made kanadе yo
yumemi utsutsu agame yo
subete wo terashidasu hikari wo
iza muge ni blah blah blah
sono gougan burei na doukoku wo
zankyou gekirei sura boukyaku wo
saa konton no jidai ni wa shuushifu wo
iza muge ni blah blah blah
mujouken zettai gekkou nara singing the song
ikansen bari zougon demo singing the song
uzou muzou no big bang itsukushimi bukaku
okore tsudoe utae hametsu no uta wo woah oh
gah zan tak gah zan tat tat brak
gah zan tak gah zan tat tat brak"
679,Fetty Wap;Remy Boyz,j-pop,0.618,0.717,7.0,-5.737,1.0,0.318,0.00256,0.0,0.625,0.603,190.046,1,5NQbUaeTEOGdD6hHcre0dZ,2015-06-29,2015,"yeah baby 17
remyboy lifestyle
ay ay look
baby girl youre so damn fine though
im tryna know if i could hit it from behind though
im sipping on you like some fine wine though
and when its over i press rewind though ayy
you talking bands girl i got it
benjamins all in my pocket
i traded in my trues for some robins
he playing batman fettys gon rob him ayy
i got a glock in my rari ayy
17 shots no 38
i got a glock in my rari
17 shots no 38
im like yeah shes fine
wonder when shell be mine
she walk past i press rewind
to see that ass one more time
and i got this sewed up
remy boyz they know us
all fast money no slow bucks
no one can control us
ayy yeah baby
uh yeah monty
tell me what you see
is it money or its me
i smoke twenty smell the weed
i got hunnies in my v
they like monty can you be my baby daddy
im like yeah
i got robins on my jeans
you see the wings on every pair
all you see is remy boyz
you know my niggas everywhere
and if somebody got a problem
we could meet up anywhere
now go say something
dont you niggas play dumb
you know where we came from
you dont want sauce no a1
im like yeah shes fine
wonder when shell be mine
she walk past i press rewind
to see that ass one more time
and i got this sewed up
remy boyz they know us
all fast money no slow bucks
no one can control us
ayy yeah baby
ayy they think they know us
they cant control us
man i got this sewed up
remy boyz they know us
679 this is zoo year baby
monty and the zoovier baby
zoogang all my zoo near baby yeah baby
a thousand on my shoes when i walk through baby
105 for a walkthrough baby
zoogang you know my whole zoo near
and baby im zoovier
ayy she a cutie and she fine make me wanna make her mine
she aint nothing like them bimbos
if you like it we can swerve we can light and stain up here
blowing pluck it out the window
we get playing press rewind got her singing every time
take a high note for me girlfriend
got my city looking rude
i aint diddy i aint loon but i think i need a girlfriend
she feeling great as im talking to her
she a remygirl so im gon pursue her
i brought a lot of loud lot of remy to sip on
thousand dollars when i get my tip on
im off her asked her if her fatty real
she said thats all her got her with the happy feel
im bout to spoil her gogogot her with the happy feel
im bout to spoil her oh my
im like yeah shes fine
wonder when shell be mine
she walk past i press rewind
just to see that ass one more time
and i got this sewed up
remy boyz they know us
all fast money no slow bucks
no one can control us
ayy yeah baby
zoowap monty
zoowap dicey
yeah baby remy boyz
yeah yeah"
The Christmas Song,Gregory Porter,j-pop,0.321,0.09,0.0,-21.296,0.0,0.0321,0.838,0.00266,0.0998,0.157,65.825,1,0x01urU9eoKqeb7x1kMSKs,2017-10-27,2017,"3 contributorsthe christmas song lyricschestnuts roasting on an open fire
jack frost nipping at your nose
yuletide carols being sung by a choir
and folks dressed up like eskimos
everybody knows a turkey and some mistletoe
help to make the season bright
tiny tots with their eyes all aglow
will find it hard to sleep tonight
they know that santas on his way
hes loaded lots of toys and goodies on his sleigh
and every mothers child is gonna spy
to see if reindeer really know how to fly
and so im offering this simple phrase
to kids from one to 92
although its been said many times
many ways merry christmas to you
and so im offering this simple phrase
to kids from one to 92
although its been said many times
many ways merry christmas merry christmas merry christmas to you"
It's Christmas,Jamie Cullum,j-pop,0.598,0.447,8.0,-7.932,1.0,0.0404,0.224,0.0,0.0704,0.365,123.855,1,2zs2Ck470VmBFTwUp4NFdv,2020-11-20,2020,"2 contributorsits christmas lyricsfirst of december and here come the songs
i look at you and think what could go wrong
cause its christmas
so why cant we all just get along
lets make it happen lets make amends
he wont fill your stocking if we cant be friends
cause its christmas
so why cant we all just get along
everybodys crowded round the christmas tree
digging out the best to themselves
shove your petty differences right up the chimney please
at least until the drums of thе twelfth
dyou hear the choir singin
thosе sleigh bells dont stop ringin
you can stop your cryin come on
lets make some new memories
well of course therell be laughter and tears
bring me all of the colours and leave them right here
cause its christmas
yeah its christmas
why cant we all just get along
dyou hear the choice singin
those sleigh bells dont stop ringin
and though there should be sinkin
oh come on
lets make some new memories
well of course therell be laughter and tears
bring me all of the colours and leave them right here
cause its christmas
yeah its christmas
why cant we all just get along
so why cant we all just get along"
It's Christmas,Jamie Cullum,j-pop,0.534,0.533,5.0,-6.161,0.0,0.047,0.5,0.0,0.0875,0.478,136.854,1,2zs2Ck470VmBFTwUp4NFdv,2020-11-20,2020,"2 contributorsits christmas lyricsfirst of december and here come the songs
i look at you and think what could go wrong
cause its christmas
so why cant we all just get along
lets make it happen lets make amends
he wont fill your stocking if we cant be friends
cause its christmas
so why cant we all just get along
everybodys crowded round the christmas tree
digging out the best to themselves
shove your petty differences right up the chimney please
at least until the drums of thе twelfth
dyou hear the choir singin
thosе sleigh bells dont stop ringin
you can stop your cryin come on
lets make some new memories
well of course therell be laughter and tears
bring me all of the colours and leave them right here
cause its christmas
yeah its christmas
why cant we all just get along
dyou hear the choice singin
those sleigh bells dont stop ringin
and though there should be sinkin
oh come on
lets make some new memories
well of course therell be laughter and tears
bring me all of the colours and leave them right here
cause its christmas
yeah its christmas
why cant we all just get along
so why cant we all just get along"
Show Me The Magic,Jamie Cullum,j-pop,0.569,0.489,5.0,-5.594,0.0,0.04,0.238,0.0,0.29,0.543,123.573,1,5Tn2KoGE5GErtIvFxuELzP,2019-06-07,2019,
So Many Santas,Jamie Cullum,j-pop,0.508,0.706,1.0,-6.294,1.0,0.0475,0.15,0.0,0.376,0.479,114.842,1,0GErvu1Eg3SGay8S9kB7Zg,2020-11-20,2020,"2 contributorsso many santas lyricstheres the one whose hat is falling of his head
theres the one who doesnt look like he could drive a sled
so take me to the leader of the greatest renown
cos theres so many santas
in this town
now theres the one who cant control his eight reindeer
and that one at the mall seems to lack some basic cheer
so take me to the north pole to the top of the tree
cos theres so many santas
do you agree
though theres magic in all of his brethren
they always report to the king
hes the one whose at the heart of the engine
hes the one who makes us all sing
so if you walk by one of st nicks dynasty
be assured that hes part of the majesty
the guardians of christmas the jewels in the crown
but theres so many santas in this town
but i love everyone of these old clowns
now wheres the one who turns the whole world upside down
though theres magic in all of his brethren
they always report to the king
hes the one whose at the heart of the engine
hes the one who makes us all sing
so if you walk by one of st nicks dynasty
be assured that hes part of the majesty
the guardians of christmas the jewels in the crown
and theres so many santas in this town
and i love everyone of these old clowns
now wheres the one who turns the whole world upside down"
Hang Your Lights,Jamie Cullum,j-pop,0.346,0.605,3.0,-7.059,0.0,0.0794,0.188,0.0,0.241,0.747,202.175,1,4JIxFcV0CSFRNjwSe1SyLG,2020-11-20,2020,"sing sing sing of the mistletoe
dance dance dance by the fire
keep the golden songs alive
with an old church choir
and you can hang your lights on me
love love love under frosty skies
arm in arm in the snow
theres a twinkle in your eyes
cause when you know you know
and you can hang your lights on me
you can hang your lights on me
hang your lights hang your lights
hang your lights hang your lights
you can hang your lights on me
put yourself at the top of my tree
and you can hang your lights on me
bring bring bring down a gleaming crown
raise a toast to one and old
shut the curtains and the door
i want your loving not your war
you can hang your lights on me
you can hang your lights on me
hang your lights hang your lights
hang your lights hang your lights
you can hang your lights on me
put yourself at the top of my tree
and you hang your lights on me
ill bе your angel
at the top of your tree
cause in my stablе
youll always be
its a cosy little room
underneath the frosted moon
well hang the lights on you
ill be your angel
at the top of your tree
cause in my stable
youll always be
its a cosy little room
underneath the frosted moon
well wrap and hang the lights on you
let me hang my lights on you
let me hang my lights on you
theres nothing else this christmas
that i would rather do
hang your lights
oh oh oh oh
oh
hang your lights hang your lights
hang your lights hang your lights
you gotta hang your lights on me
just put yourself at the top of my tree
oh
hang your lights hang your lights
hang your lights hang your lights
you gotta hang your lights on me
put yourself at the top of my tree
you can hang your lights on me"
