kag_master_name,kag_master_artist,kag_master_genre,kag_master_daneceability,kag_master_energy,kag_master_key,kag_master_loudness,kag_master_mode,kag_master_speechiness,kag_master_acousticness,kag_master_instrumentalness,kag_master_liveness,kag_master_valence,kag_master_tempo,kag_master_pop,kag_master_spotify_id,kag_master_release_date,kag_master_year
Boss Bitch,Doja Cat,pop,0.707,0.955,10.0,-4.593,0.0,0.222,0.127,0.0,0.203,0.575,125.993,1,78qd8dvwea0Gosb6Fe6j3k,2020-01-23,2020
"Season Of The Witch - From The Motion Picture ""Scary Stories To Tell In The Dark""",Lana Del Rey,pop,0.674,0.205,2.0,-14.173,1.0,0.0403,0.895,0.0275,0.114,0.352,95.987,1,5DSi7heBC8eTIFROBvttnp,2019-08-09,2019
Without Me,Halsey,pop,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,1,6FZDfxM3a3UCqtzo5pxSLZ,2020-01-17,2020
good 4 u,Olivia Rodrigo,pop,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,1,4ZtFanR9U6ndgddUvNcjcG,2021-05-21,2021
Leave the Door Open,Bruno Mars;Anderson .Paak;Silk Sonic,pop,0.586,0.616,5.0,-7.964,1.0,0.0324,0.182,0.0,0.0927,0.719,148.088,1,02VBYrHfVwfEWXk5DXyf0T,2021-11-11,2021
Skate,Bruno Mars;Anderson .Paak;Silk Sonic,pop,0.708,0.598,5.0,-8.365,1.0,0.0291,0.037,0.0,0.17,0.698,112.027,1,7jvCeWOSnJs2N3spqobWnO,2021-11-11,2021
Love's Train,Bruno Mars;Anderson .Paak;Silk Sonic,pop,0.71,0.625,6.0,-9.008,0.0,0.0295,0.029,1.1e-05,0.108,0.784,140.994,1,2JUQ7mV1AHk2owXLydmN4Z,2021-11-11,2021
Smokin out the Window,Bruno Mars;Anderson .Paak;Silk Sonic,pop,0.627,0.618,2.0,-8.529,1.0,0.0437,0.0558,0.0,0.351,0.848,82.03,1,3xVZYkcuWalGudeKl861wb,2021-11-11,2021
That's What I Like - PARTYNEXTDOOR Remix,Bruno Mars;PARTYNEXTDOOR,pop,0.741,0.695,1.0,-5.341,1.0,0.0454,0.021,0.0,0.0922,0.861,134.032,1,64TkpV7m7f09JY7K436pju,2017-04-18,2017
deja vu,Olivia Rodrigo,pop,0.442,0.612,2.0,-7.222,1.0,0.112,0.584,5.7e-06,0.37,0.178,180.917,1,6HU7h9RYOaPRFeh0R3UeAr,2021-05-21,2021
In The Stars,Benson Boone,pop,0.362,0.54,10.0,-6.031,1.0,0.0528,0.338,0.0,0.139,0.3,78.007,1,315aBOUD3xtj7sUMXtRgMV,2024-04-05,2024
Photograph,Ed Sheeran,pop,0.614,0.379,4.0,-10.48,1.0,0.0476,0.607,0.000464,0.0986,0.201,107.989,1,6fxVffaTuwjgEk5h9QyRjy,2013,2013
Higher Power,Coldplay,pop,0.507,0.828,10.0,-6.023,1.0,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,1,0939D7aT18uBDS2MTjWzct,2021-05-07,2021
Heartbreak Anniversary,Giveon,pop,0.449,0.465,0.0,-8.964,1.0,0.0791,0.524,1.02e-06,0.303,0.543,89.087,1,3FAJ6O0NOHQV8Mc5Ri6ENp,2020-03-27,2020
Have Yourself A Merry Little Christmas,Sam Smith,pop,0.438,0.178,5.0,-9.402,1.0,0.0414,0.957,1.1e-06,0.316,0.344,75.25,1,1Qi2wh8fFgDV7tl4Sj3f2K,2014-12-05,2014
The Lighthouse Keeper,Sam Smith,pop,0.394,0.17,0.0,-10.368,1.0,0.0451,0.889,0.0,0.105,0.315,130.721,1,2WUVQQAsWvScEdBVilRYaR,2020-11-20,2020
Shinunoga E-Wa,Fujii Kaze,pop,0.6,0.76,6.0,-6.124,0.0,0.0452,0.166,4.09e-05,0.189,0.519,158.078,1,0o9zmvc5f3EFApU52PPIyW,2020-05-20,2020
Don’t Blame Me,Taylor Swift,pop,0.615,0.534,9.0,-6.719,0.0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,1,1R0a2iXumgCiFb7HEZ7gUE,2017-11-10,2017
Another Love,Tom Odell,pop,0.445,0.537,4.0,-8.532,0.0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,1,3JvKfv6T31zO0ini8iNItO,2013-06-24,2013
Stitches,Shawn Mendes,pop,0.746,0.754,1.0,-6.684,1.0,0.0676,0.0152,0.0,0.0486,0.746,149.882,1,5jsw9uXEGuKyJzs0boZ1bT,2015-04-14,2015
Rendu Raaja,Yuvan Shankar Raja;Dhanush,pop,0.607,0.695,0.0,-9.537,1.0,0.0567,0.163,4.26e-06,0.109,0.594,150.061,1,6ZK4Ih45aejD4eBGRdXeM9,2022-09-25,2022
Happiness is a butterfly,Lana Del Rey,pop,0.467,0.119,2.0,-10.99,1.0,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,1,3lG6OtGDsYAOALxEmubQQm,2019-08-30,2019
Blue Banisters,Lana Del Rey,pop,0.373,0.114,5.0,-13.171,1.0,0.041,0.937,4.73e-05,0.104,0.172,90.945,1,4U9ACZETPOqGuJkWtjkjLF,2021-10-22,2021
Wait a Minute!,WILLOW,pop,0.764,0.705,3.0,-5.279,0.0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,1,0y60itmpH0aPKsFiGxmtnh,2015-01-11,2015
Love Story,Taylor Swift,pop,0.617,0.741,2.0,-3.97,1.0,0.0311,0.131,0.0,0.0772,0.306,118.984,1,3CeCwYWvdfXbZLXFhBrbnf,2021-02-12,2021
everything sucks,vaultboy,pop,0.76,0.371,6.0,-8.964,1.0,0.0531,0.00772,0.0,0.0785,0.653,138.023,1,3z06k8YF9CqX0CGFrlekOK,2021-05-21,2021
Happier Than Ever,Billie Eilish,pop,0.332,0.225,0.0,-8.697,1.0,0.0348,0.767,0.00349,0.128,0.297,81.055,1,4RVwu0g32PAqgUiJoXsdF8,2021-07-30,2021
happier,Olivia Rodrigo,pop,0.395,0.443,6.0,-9.72,1.0,0.133,0.765,9.67e-06,0.0839,0.338,168.924,1,2tGvwE8GcFKwNdAXMnlbfl,2021-05-21,2021
Lover,Taylor Swift,pop,0.359,0.543,7.0,-7.582,1.0,0.0919,0.492,1.58e-05,0.118,0.453,68.534,1,1dGr1c8CrMLDpV6mPbImSI,2019-08-23,2019
Records,Weezer,power-pop,0.658,0.773,11.0,-5.119,1.0,0.0244,0.000901,0.0,0.194,0.66,100.006,1,23ZmKlucJRQrdR0QItAafL,2022-06-21,2022
All My Favorite Songs,Weezer;AJR,power-pop,0.605,0.7,4.0,-6.47,1.0,0.0277,0.00998,0.0,0.116,0.588,84.962,1,3A6nR4GSolo160nu7xtDk7,2021-05-12,2021
I Wish It Was Christmas Today,Cheap Trick,power-pop,0.383,0.984,8.0,-3.573,1.0,0.103,0.000246,0.287,0.24,0.304,164.959,1,2drjHv0Np4rGckFP6VmNon,2017-10-20,2017
"Spooky, Scary Skeletons - Undead Tombstone Remix",Andrew Gold,power-pop,0.772,0.788,9.0,-5.414,0.0,0.0619,0.0027,0.000502,0.353,0.574,127.91,1,1sUdq3kWa9dJXHu3eYOUll,2019-10-18,2019
Moment In The Sun,Sunflower Bean,power-pop,0.687,0.63,2.0,-5.13,1.0,0.031,0.0576,0.0,0.257,0.548,115.986,1,0yqGaBZ0r4av8o40knrpjz,2022-05-06,2022
Agree To Disagree,The 20 Belows,power-pop,0.412,0.934,9.0,-4.01,1.0,0.0489,3.34e-05,0.141,0.0644,0.516,93.953,1,4nWDNtxHSjrcZZZjpFrmpB,2012-04-26,2012
"Witches, Witches, Witches",Andrew Gold,power-pop,0.726,0.772,2.0,-11.947,1.0,0.038,0.111,1.32e-06,0.183,0.867,140.113,1,3nECeZ2vi0Q8NwtBclexdH,2023-09-15,2023
Blood And Roses,The Smithereens,power-pop,0.477,0.686,6.0,-14.141,1.0,0.0406,0.0101,0.0118,0.0633,0.81,120.837,1,0TGA69v94LfE6ZZNxLzROZ,2022-07-29,2022
Staying In,The 20 Belows,power-pop,0.286,0.995,2.0,-3.361,1.0,0.0957,1.69e-05,0.0529,0.375,0.547,180.188,1,4TqSZLPgTr5g70TFhY1I8c,2012-04-26,2012
Time To Kill,The 20 Belows,power-pop,0.445,0.971,9.0,-2.964,1.0,0.0379,1.72e-05,0.0211,0.382,0.743,98.001,1,5Bf7sguvQ1ilipDZJCBTRS,2012-04-26,2012
So Simple,The 20 Belows,power-pop,0.375,0.894,6.0,-2.063,1.0,0.039,2.49e-05,0.636,0.395,0.604,88.746,1,3GjNgJri0tX34qavdUSXuh,2014-03-21,2014
I Fought the Law,Masked Intruder,power-pop,0.425,0.945,0.0,-4.866,1.0,0.0764,0.00161,0.000157,0.23,0.796,199.822,1,0GFlj8tSc4TMReREuqXkqO,2014-05-27,2014
Wreckage,The 20 Belows,power-pop,0.282,0.926,1.0,-2.044,0.0,0.0536,5.72e-05,0.273,0.191,0.531,178.275,1,4qf7vg5tXAztGb90vzIGUh,2014-03-21,2014
The Lakes,The 20 Belows,power-pop,0.44,0.984,7.0,-3.367,1.0,0.0835,1.99e-05,0.274,0.106,0.454,135.94,1,6p082R9fzGVugAWKXlOq4V,2012-04-26,2012
Microphone,The 20 Belows,power-pop,0.308,0.981,9.0,-3.267,1.0,0.0462,4.16e-05,0.0145,0.36,0.707,184.224,1,7uykYHCkou98B5r1BNJ15g,2012-04-26,2012
25 to Life,Masked Intruder,power-pop,0.559,0.886,2.0,-5.086,1.0,0.0394,0.000333,0.000169,0.142,0.762,109.989,1,60NgzbI2jBY1TuTbooGUOM,2012-08-14,2012
Mr. Spock,Nerf Herder,power-pop,0.554,0.911,9.0,-3.29,0.0,0.0607,0.0302,0.00122,0.0908,0.624,140.055,1,7tbnCDFBygaYTnhY6qyldE,2022-06-24,2022
What Happens After You?,Weezer,power-pop,0.646,0.607,7.0,-7.671,0.0,0.0335,0.0127,2.32e-05,0.32,0.536,123.033,1,5x7Ffxc1Obg13x5IzM1XXV,2022-09-22,2022
Moment In The Sun - Bonus Track,Sunflower Bean,power-pop,0.687,0.632,2.0,-5.14,1.0,0.0309,0.0572,0.0,0.257,0.559,115.987,1,0yqGaBZ0r4av8o40knrpjz,2022-05-06,2022
That Time Is Gone,The dB's,power-pop,0.393,0.917,9.0,-4.456,1.0,0.125,0.000567,0.000112,0.281,0.664,130.451,1,1uwnBpEtKYO883Ro3woXWw,2012-06-12,2012
All Stitched Up,Screeching Weasel,power-pop,0.4,0.914,0.0,-5.275,0.0,0.0377,3.15e-05,0.0322,0.0879,0.947,194.954,1,3FtuiRoQImQ8JnWIgJFDNy,2022-07-15,2022
Good With God,Old 97's,power-pop,0.461,0.957,5.0,-5.862,0.0,0.0724,0.000148,4.41e-06,0.116,0.268,129.91,1,2GTMvEjoCKe52M5936CFLO,2017-02-24,2017
I Tried to Die Young,The Manges,power-pop,0.44,0.92,0.0,-3.677,1.0,0.0472,0.00335,0.0,0.166,0.665,113.816,1,5UaZcIXFXcWPrUcy3ivXz0,2024-06-21,2024
The Most Beautiful Girl,Masked Intruder,power-pop,0.421,0.985,8.0,-4.357,1.0,0.0388,1.89e-05,6.46e-06,0.466,0.7,104.907,1,4ZOyVR7xUwi9iVQlUQsAGe,2014-05-27,2014
Senior Service,Elvis Costello & The Attractions,power-pop,0.798,0.716,5.0,-12.844,1.0,0.0637,0.0225,0.000617,0.205,0.916,132.597,1,185XqJBXx9uLvP2UPzBxmM,2020-11-06,2020
Lonely Boy - Re-Recorded,Andrew Gold,power-pop,0.573,0.691,9.0,-4.965,1.0,0.0322,0.11,0.0,0.0824,0.482,122.906,1,2cp9vditc6TLQlAPz5JB8i,2023-04-28,2023
Slay,Nerf Herder,power-pop,0.493,0.95,4.0,-4.526,0.0,0.0516,0.0436,3.12e-05,0.14,0.237,97.947,1,7t1UzsIKRBXXVdwJRIaDxn,2022-10-03,2022
Welcome to Heaven,Direct Hit!,power-pop,0.352,0.859,1.0,-6.187,1.0,0.042,0.00143,0.0985,0.0735,0.358,169.833,1,56FNy1crkdeoOhhxH3yWJk,2018-10-26,2018
F.O.M.O.,The Bombpops,power-pop,0.447,0.972,2.0,-5.133,1.0,0.075,5.53e-05,0.0,0.192,0.613,196.978,1,68g3xsAjcdPGyKfKj7QG5d,2017-02-10,2017
Perfectly Content,The 20 Belows,power-pop,0.363,0.954,6.0,-2.641,1.0,0.0588,6.11e-05,0.264,0.125,0.678,151.845,1,71E24h4qj6rSfq9g4qmBqs,2012-04-26,2012
Be Good,Off With Their Heads,power-pop,0.468,0.951,4.0,-5.185,1.0,0.0843,0.00269,0.0847,0.269,0.241,144.896,1,4g5Xzds1GLR8yvuGUGTmwF,2019-08-16,2019
My Spring Your Fall,Falconshield,power-pop,0.479,0.84,11.0,-8.795,0.0,0.0504,0.0497,3.23e-05,0.109,0.242,159.957,1,61JLiusPv1z3VOn3MMPj50,2020-06-22,2020
Rainbow Shiner,Ex Hex,power-pop,0.591,0.723,4.0,-4.591,1.0,0.0258,0.034,0.000111,0.278,0.642,94.977,1,1viX5zE30hdynvdTI9pP3A,2019-03-22,2019
Rapture - Rerecorded 2014 Version,Blondie,power-pop,0.691,0.862,11.0,-4.521,0.0,0.0395,0.331,0.00317,0.0847,0.909,107.343,1,4rfoxdyoyZc9Es4TitEpMr,2013-05-12,2013
Wish You Were Mine,Masked Intruder,power-pop,0.413,0.769,11.0,-5.66,0.0,0.0415,0.0012,2.95e-05,0.26,0.439,171.941,1,1KyyWmXr1jKcvpDcuLXYbF,2012-08-14,2012
I Know How to Party,The Dollyrots,power-pop,0.541,0.854,1.0,-5.237,1.0,0.0454,0.00186,7.31e-06,0.371,0.899,158.073,1,6ncxugYK1RzlvG4xvmHmP5,2019-07-12,2019
Pigeons and Spies,The Lawrence Arms,power-pop,0.584,0.887,1.0,-6.449,0.0,0.0453,0.0196,0.00179,0.36,0.719,108.968,1,6SwL2vB9y90bkazMNTfe0m,2020-07-17,2020
In A Lonely Place,The Smithereens,power-pop,0.655,0.294,3.0,-18.744,0.0,0.0344,0.629,0.000356,0.0609,0.523,125.857,1,2wa04YTvXhGnjqYjSUls3J,2022-07-29,2022
Just Another Fool,Screeching Weasel,power-pop,0.434,0.903,7.0,-5.975,1.0,0.0427,3.94e-05,0.0516,0.0857,0.439,97.003,1,7Knvn1FoEYhf9qNJ6nA6NA,2022-07-15,2022
High On Stress,The Manges,power-pop,0.547,0.991,4.0,-3.643,1.0,0.0487,0.000771,0.000572,0.366,0.419,100.004,1,32KHCKubOoqIuBmdEwFak4,2022-09-23,2022
My Favorite Nightmare,Screeching Weasel,power-pop,0.273,0.96,9.0,-5.684,1.0,0.0906,6.56e-06,0.0222,0.169,0.665,199.968,1,3zghY2M2HYtiRRPvFfTMBB,2022-07-15,2022
Death Kart,Teenage Bottlerocket,power-pop,0.415,0.904,11.0,-3.603,0.0,0.0385,7.66e-05,0.000942,0.324,0.778,175.071,1,4e0PKxOa8coog2w9UXiVe7,2019-03-15,2019
How Do I Get to You,Masked Intruder,power-pop,0.469,0.969,4.0,-4.874,1.0,0.0952,0.000127,0.00145,0.0981,0.605,113.985,1,5LB2xfod5kl8QJH2vQUztv,2012-08-14,2012
Always Alone,Off With Their Heads,power-pop,0.713,0.869,0.0,-5.203,1.0,0.0305,0.00373,3.14e-06,0.398,0.377,127.982,1,4l59X8bm9XY73QAExTdtd9,2013-03-12,2013
Janie,Off With Their Heads,power-pop,0.348,0.996,7.0,-3.269,1.0,0.0564,5.4e-05,0.0,0.421,0.501,102.12,1,5KckAOzQttI3LsIEzfSAaG,2013-03-12,2013
Burning Questions,Dan Vapid & the Cheats,power-pop,0.464,0.713,7.0,-10.002,1.0,0.0481,0.000351,0.0,0.0373,0.684,171.966,1,28j6SB1eThSU2Z4YWJF1zV,2021-11-05,2021
Divan,The Lemonheads,power-pop,0.7,0.228,0.0,-12.038,1.0,0.0533,0.292,0.0,0.116,0.628,123.235,1,1WC7GQS5I3jHip6mWTe1xk,2022-03-04,2022
Sad to Me,The Bombpops,power-pop,0.545,0.868,7.0,-4.376,1.0,0.0835,0.000159,1.82e-05,0.137,0.621,155.955,1,3l8lEwF5mrF58wkiYNPjUZ,2020-03-13,2020
House on Fire,The Bombpops,power-pop,0.61,0.811,0.0,-4.86,1.0,0.065,0.0035,0.0,0.161,0.199,113.476,1,2EEDEOk1DLHTM7pDuvSc2x,2020-03-13,2020
classic j dies and gets a million streams,glass beach,power-pop,0.469,0.362,5.0,-11.382,0.0,0.0498,0.0661,0.0,0.573,0.156,123.371,1,6KlLjzEYcJs0VmPMLe6FUw,2020-11-11,2020
Watch Me Fold,The Bombpops,power-pop,0.403,0.958,0.0,-3.913,1.0,0.0811,2.18e-05,1.48e-06,0.0387,0.418,166.087,1,1YCWamtRdi9an4nZmVCxRB,2017-02-10,2017
Da Doo Ron Ron / I Wanna Be Sedated,The Dollyrots,power-pop,0.522,0.914,7.0,-5.27,1.0,0.0363,0.000194,7.36e-05,0.199,0.721,98.046,1,7EYoPg7AavQDIxhuPcMzsu,2014-02-18,2014
Get Out Of Dodge,Hoodoo Gurus,power-pop,0.568,0.921,9.0,-5.033,1.0,0.114,0.373,0.0,0.0771,0.867,142.041,1,0TFudoDnTvEiwdEsqwiCHD,2022-03-11,2022
No Love,Off With Their Heads,power-pop,0.425,0.998,9.0,-3.432,1.0,0.0491,4.84e-05,0.0111,0.437,0.207,95.01,1,0Q5OUoMBRrbQIYb3TZnzQe,2019-08-16,2019
Chicken Park,The Manges,power-pop,0.621,0.966,2.0,-4.195,1.0,0.0366,0.00978,2.1e-05,0.398,0.802,97.997,1,7phf3iuemxpzD4UfZb1SKo,2022-09-23,2022
The Girl With Two Brains,The Manges,power-pop,0.482,0.95,5.0,-4.442,1.0,0.0613,0.00692,3.92e-05,0.386,0.906,163.931,1,5kfjM1oIlalAL5VMc0ZjrZ,2022-09-23,2022
Miracle Drug,Dan Vapid & the Cheats,power-pop,0.463,0.904,4.0,-4.702,1.0,0.0428,0.0102,5.24e-06,0.315,0.886,175.031,1,3Wi1kHqmjuWOtf1PtyHBqt,2013-07-30,2013
Jesus Is My Homeboy,The Manges,power-pop,0.527,0.912,1.0,-4.695,0.0,0.0402,0.00593,0.00985,0.0676,0.919,163.929,1,31nZ7Qmv1eGOFXBYM88EXI,2022-09-23,2022
Silver Lining,Dan Vapid & the Cheats,power-pop,0.487,0.93,4.0,-5.927,1.0,0.0603,0.00156,3.63e-06,0.369,0.743,139.923,1,2bmpohm2ZVk5fDCfX5gAwU,2019-03-15,2019
Never Sing Along,Teenage Bottlerocket,power-pop,0.564,0.985,7.0,-1.845,1.0,0.0844,0.00874,1.2e-06,0.137,0.446,94.972,1,007ufdfvS8NxnwuwSkOdw4,2021-08-27,2021
Die Alone,Horror Section,power-pop,0.345,0.95,8.0,-4.557,1.0,0.08,0.000509,0.0153,0.175,0.154,170.068,1,5snXnagG5li4hYhsurEkau,2021-02-14,2021
They're Inside,Horror Section,power-pop,0.297,0.92,1.0,-5.291,1.0,0.0472,0.000234,1.4e-05,0.321,0.714,199.998,1,7qKI8x4KUtF0Bt2H8ErgMo,2018-10-15,2018
All the Way (Stay),Jimmy Eat World,power-pop,0.578,0.68,7.0,-10.253,1.0,0.0447,0.00172,0.0,0.0864,0.718,136.062,1,5l0pUBYQ5CpPZWMtRvX26K,2019-10-18,2019
Everything,The Dollyrots,power-pop,0.445,0.942,10.0,-3.589,1.0,0.0646,8.95e-05,0.0188,0.319,0.872,180.003,1,75bYz6igpTeg4D1vnPHp3c,2019-07-12,2019
Beyond Control,The Dream Syndicate,power-pop,0.353,0.68,2.0,-8.382,0.0,0.0378,0.536,0.456,0.109,0.484,154.017,1,39STnmQWllJjYPknoEF61H,2022-06-10,2022
Every Time You Come Around,The Dream Syndicate,power-pop,0.321,0.722,9.0,-5.732,0.0,0.0458,0.0506,0.562,0.215,0.619,117.216,1,5w8sWxmfndsqjfngmACi0t,2022-06-10,2022
How You Got That Girl,Ex Hex,power-pop,0.626,0.726,4.0,-6.005,1.0,0.0704,0.163,1.7e-05,0.533,0.459,140.444,1,2NkLltdxEz6LgS12cFkabc,2014-10-07,2014
Can O' worms,The Bombpops,power-pop,0.379,0.959,1.0,-3.456,0.0,0.092,0.000995,2.28e-06,0.107,0.573,178.026,1,2oq1WCCxJegpH8NFvcO7Jz,2014-11-17,2014
Altar Boy,Off With Their Heads,power-pop,0.353,0.997,9.0,-2.947,1.0,0.0769,0.00259,0.0,0.26,0.526,155.615,1,0wAObZ46FfLqLBpTDjHBzx,2013-03-12,2013
Wild Hair (across My Ass),Teenage Bottlerocket,power-pop,0.556,0.828,7.0,-4.772,1.0,0.0497,0.0031,0.0116,0.0642,0.722,175.007,1,7rBuZl6EfQGqQc16peGTS1,2019-03-15,2019
Blood on Your Tongue,Direct Hit!,power-pop,0.45,0.942,1.0,-5.113,1.0,0.0348,6.9e-05,1.06e-06,0.133,0.722,174.978,1,2TuQv76tDFGZbAA8vcrH9b,2017-11-03,2017
Out Of This World,The Smithereens,power-pop,0.598,0.936,6.0,-3.423,0.0,0.0482,0.00866,1.82e-06,0.0368,0.722,118.13,1,0mIB90wv2CL6TaTcNl5sRw,2022-09-23,2022
Capable of Lies,The Bombpops,power-pop,0.566,0.929,2.0,-4.663,1.0,0.0344,2.2e-05,0.0,0.0993,0.811,107.436,1,5AFtplOqaP5Ji21E5HC5Wk,2017-02-10,2017
Zodiac,The Lillingtons,power-pop,0.384,0.972,7.0,-3.331,0.0,0.0473,0.000623,0.0251,0.108,0.548,169.887,1,7rI8Y7mwHhaEYblq7wWtdb,2017-10-13,2017
Semi Truck,Teenage Bottlerocket,power-pop,0.44,0.971,2.0,-2.857,1.0,0.065,0.000271,2.52e-05,0.642,0.321,99.982,1,3Nyuzv1SJniIYkIhkZjzfs,2021-08-27,2021
Was I Supposed To Care?,Hoodoo Gurus,power-pop,0.489,0.621,11.0,-5.465,0.0,0.0281,0.0218,3.26e-05,0.118,0.407,152.02,1,6ULTShYs7hdQsmzlzFMjFb,2022-03-11,2022
Come Find Me,Off With Their Heads,power-pop,0.24,0.988,9.0,-3.098,1.0,0.169,0.000448,0.000305,0.159,0.625,178.973,1,75Rqf4uPU8VLoBh7M5bKQo,2013-03-12,2013
Lost in the Woods - Weezer Version,Weezer,power-pop,0.326,0.605,8.0,-5.744,1.0,0.0248,0.198,0.0,0.0991,0.341,151.345,1,227zkOoNpqRrzEPxvVRiF5,2019-11-15,2019
Simmer Down,Smoking Popes,power-pop,0.393,0.924,0.0,-5.064,1.0,0.066,0.000139,0.00327,0.466,0.459,99.304,1,0Pn8WdMrrxJMMxIYpavrnZ,2018-10-12,2018
The Chronicles of You,The Dream Syndicate,power-pop,0.286,0.611,11.0,-6.959,0.0,0.035,0.266,0.766,0.105,0.508,157.84,1,4E0sOGTFVn43Rqnrspu6aa,2022-06-10,2022
How Can This Be Love,Andrew Gold,power-pop,0.669,0.568,0.0,-13.139,1.0,0.0348,0.0801,0.0,0.151,0.766,123.786,1,0I2h9T7HeYjP9yALFN8dJt,2019-06-14,2019
Back and Forth,Teenage Bottlerocket,power-pop,0.521,0.991,0.0,-2.703,1.0,0.056,0.00195,0.0,0.207,0.665,102.467,1,4qPaCbwwvKJVzkvUuwJldh,2017-07-14,2017
Strangers When We Meet,The Smithereens,power-pop,0.388,0.879,5.0,-12.571,0.0,0.0554,0.0975,0.0158,0.344,0.675,144.922,1,25AEUZ9cHc7xWustLAP55F,2022-07-29,2022
Hands Down,2nd Grade,power-pop,0.449,0.914,4.0,-5.76,1.0,0.0424,0.00179,9.24e-06,0.262,0.867,130.14,1,1OJLDD8OIgOKFEhRiabD9N,2022-09-30,2022
Controlled Burn,2nd Grade,power-pop,0.461,0.899,3.0,-7.333,1.0,0.0496,0.00208,0.000141,0.307,0.48,121.44,1,2ohjBAwggviYjRUHRBsriM,2022-09-30,2022
The Hate Parade,The Manges,power-pop,0.62,0.947,0.0,-3.81,1.0,0.0604,0.000478,0.000278,0.336,0.579,105.993,1,2MKOTPfq4hZu30XtHfImNu,2022-09-23,2022
Hard to Say Goodbye,The Dream Syndicate,power-pop,0.387,0.526,4.0,-8.277,1.0,0.027,0.464,0.0128,0.147,0.197,147.984,1,4K964Vby6SEQ7e0w9RANyC,2022-06-10,2022
Breathe,The Bombpops,power-pop,0.404,0.982,1.0,-3.531,1.0,0.0812,0.000509,0.0,0.169,0.625,156.029,1,5Blj2sPUANGciixUQRdvNp,2014-11-17,2014
Bitter Pill,The Jayhawks,power-pop,0.317,0.649,9.0,-6.877,1.0,0.0299,0.497,0.00111,0.126,0.352,170.831,1,4woDiVSldSOqMuYm25cU1s,2020-07-10,2020
Reasons,The 20 Belows,power-pop,0.357,0.958,7.0,-2.997,1.0,0.0971,0.00016,1.16e-05,0.387,0.426,137.711,1,5Ogn4J7BiPGa797n3kEWHb,2012-04-26,2012
Polluted Skies,The Bombpops,power-pop,0.566,0.948,3.0,-5.272,1.0,0.0522,5.5e-05,0.0,0.148,0.574,105.079,1,6iNMaGdQf5g2KWNEKx7TTC,2018-04-06,2018
This Night,Superchunk,power-pop,0.555,0.926,6.0,-5.686,1.0,0.0461,0.00453,0.000611,0.254,0.694,130.042,1,0P8tqwpP4qLqrcgAFwY3dl,2022-02-25,2022
Sunshine,Screeching Weasel,power-pop,0.198,0.983,6.0,-5.233,1.0,0.108,0.0768,0.000898,0.76,0.56,142.749,1,2ocCzh8okyGsTsQ87yqqWR,2020-08-07,2020
Hello Beautiful,Masked Intruder,power-pop,0.579,0.783,2.0,-6.854,1.0,0.146,0.00226,0.111,0.664,0.203,107.103,1,2IsnWvRlyWLAeN6xShjAZq,2012-08-14,2012
Creature from the Black Metal Lagoon,Teenage Bottlerocket,power-pop,0.525,0.896,4.0,-4.149,0.0,0.0376,0.000272,0.00157,0.414,0.377,155.056,1,2s7lwrJorAb2nGJ2dDs2Sq,2019-03-15,2019
Totally Wasted,The Riptides,power-pop,0.389,0.878,1.0,-4.737,0.0,0.0646,9.04e-05,2.31e-06,0.191,0.765,197.74,1,04zz61bceQwMJUa61BVreA,2017-09-12,2017
Kill! Drink! Kill!,Falconshield,power-pop,0.407,0.971,4.0,-6.027,0.0,0.13,3.49e-05,0.0,0.165,0.355,169.84,1,48em2surDglwbkUmdrHNjd,2015-02-26,2015
Tough Enough,Ex Hex,power-pop,0.608,0.834,6.0,-5.101,0.0,0.0381,0.0218,0.000164,0.13,0.855,139.993,1,1FNCO6SmZdJN5a07k3nhjl,2019-03-22,2019
Too Many Freaks,The Manges,power-pop,0.46,0.961,2.0,-4.358,1.0,0.0356,0.000856,0.00905,0.383,0.831,180.069,1,73HBy76X1gdbTVwDcqnJWY,2022-09-23,2022
Turning Red,The Boys With The Perpetual Nervousness,power-pop,0.564,0.807,6.0,-9.178,1.0,0.0264,0.0925,0.04,0.336,0.737,129.949,1,3xzgQ1C98KoUaQrwTt9REj,2022-09-09,2022
The World Is Ending (No One Cares),Direct Hit!,power-pop,0.43,0.994,1.0,-3.65,1.0,0.0704,0.000384,0.000184,0.087,0.583,95.974,1,0PNKW23m5Qu4OJ9UjPZTuQ,2013-09-03,2013
Southbound Stranger,The Bombpops,power-pop,0.513,0.94,7.0,-5.243,1.0,0.0614,0.000292,5.01e-06,0.138,0.175,134.927,1,43lJEt3UP88ObREbTJH8AY,2020-03-13,2020
Trying to Get Over,The Dream Syndicate,power-pop,0.339,0.937,9.0,-4.303,0.0,0.0702,0.000132,0.0751,0.632,0.562,151.756,1,1FXfzMj5KQf7uH2ZbpwZpe,2022-06-10,2022
